image_id,label,class_name
3914082089.jpg,2,Cassava Green Mottle (CGM)
2002072647.jpg,2,Cassava Green Mottle (CGM)
2647337220.jpg,3,Cassava Mosaic Disease (CMD)
2753152635.jpg,2,Cassava Green Mottle (CGM)
1120933008.jpg,3,Cassava Mosaic Disease (CMD)
3114213950.jpg,0,Cassava Bacterial Blight (CBB)
3347247220.jpg,2,Cassava Green Mottle (CGM)
3255013873.jpg,1,Cassava Brown Streak Disease (CBSD)
2315485719.jpg,0,Cassava Bacterial Blight (CBB)
2709298961.jpg,3,Cassava Mosaic Disease (CMD)
3234532653.jpg,0,Cassava Bacterial Blight (CBB)
2468769812.jpg,3,Cassava Mosaic Disease (CMD)
1902356737.jpg,2,Cassava Green Mottle (CGM)
1575521049.jpg,1,Cassava Brown Streak Disease (CBSD)
279235285.jpg,3,Cassava Mosaic Disease (CMD)
215124252.jpg,3,Cassava Mosaic Disease (CMD)
2388862862.jpg,3,Cassava Mosaic Disease (CMD)
2147728293.jpg,4,Healthy
2480935122.jpg,2,Cassava Green Mottle (CGM)
415127331.jpg,4,Healthy
3323965689.jpg,2,Cassava Green Mottle (CGM)
3140977512.jpg,1,Cassava Brown Streak Disease (CBSD)
2506348944.jpg,3,Cassava Mosaic Disease (CMD)
2985605315.jpg,2,Cassava Green Mottle (CGM)
298424266.jpg,3,Cassava Mosaic Disease (CMD)
2314598518.jpg,3,Cassava Mosaic Disease (CMD)
278030958.jpg,3,Cassava Mosaic Disease (CMD)
2665396670.jpg,3,Cassava Mosaic Disease (CMD)
3654735645.jpg,1,Cassava Brown Streak Disease (CBSD)
1134181894.jpg,3,Cassava Mosaic Disease (CMD)
1068801763.jpg,3,Cassava Mosaic Disease (CMD)
2925813866.jpg,3,Cassava Mosaic Disease (CMD)
251635361.jpg,3,Cassava Mosaic Disease (CMD)
598574502.jpg,2,Cassava Green Mottle (CGM)
2345503598.jpg,3,Cassava Mosaic Disease (CMD)
1879473722.jpg,1,Cassava Brown Streak Disease (CBSD)
1156963169.jpg,1,Cassava Brown Streak Disease (CBSD)
2990618706.jpg,4,Healthy
4005806149.jpg,4,Healthy
2329255732.jpg,4,Healthy
1539957701.jpg,2,Cassava Green Mottle (CGM)
2278017076.jpg,3,Cassava Mosaic Disease (CMD)
2948559947.jpg,2,Cassava Green Mottle (CGM)
1007533812.jpg,3,Cassava Mosaic Disease (CMD)
2473286391.jpg,3,Cassava Mosaic Disease (CMD)
2925605732.jpg,1,Cassava Brown Streak Disease (CBSD)
2954402827.jpg,3,Cassava Mosaic Disease (CMD)
2486866948.jpg,3,Cassava Mosaic Disease (CMD)
2328958801.jpg,3,Cassava Mosaic Disease (CMD)
20361463.jpg,1,Cassava Brown Streak Disease (CBSD)
3013471955.jpg,3,Cassava Mosaic Disease (CMD)
3752506067.jpg,3,Cassava Mosaic Disease (CMD)
2256094590.jpg,2,Cassava Green Mottle (CGM)
4084600785.jpg,4,Healthy
1683556923.jpg,4,Healthy
2478598463.jpg,3,Cassava Mosaic Disease (CMD)
2932123995.jpg,0,Cassava Bacterial Blight (CBB)
304404998.jpg,4,Healthy
1134204099.jpg,4,Healthy
2293657925.jpg,1,Cassava Brown Streak Disease (CBSD)
88427493.jpg,4,Healthy
1378967272.jpg,2,Cassava Green Mottle (CGM)
1277057359.jpg,4,Healthy
1119665495.jpg,3,Cassava Mosaic Disease (CMD)
2213265918.jpg,1,Cassava Brown Streak Disease (CBSD)
3054647341.jpg,2,Cassava Green Mottle (CGM)
2499785298.jpg,3,Cassava Mosaic Disease (CMD)
2155017078.jpg,1,Cassava Brown Streak Disease (CBSD)
3073019381.jpg,0,Cassava Bacterial Blight (CBB)
2916471006.jpg,3,Cassava Mosaic Disease (CMD)
2653660748.jpg,3,Cassava Mosaic Disease (CMD)
2457479781.jpg,0,Cassava Bacterial Blight (CBB)
3646738568.jpg,2,Cassava Green Mottle (CGM)
3396595680.jpg,2,Cassava Green Mottle (CGM)
3099904843.jpg,0,Cassava Bacterial Blight (CBB)
1084229234.jpg,0,Cassava Bacterial Blight (CBB)
1450787226.jpg,1,Cassava Brown Streak Disease (CBSD)
2382758285.jpg,3,Cassava Mosaic Disease (CMD)
1546329958.jpg,1,Cassava Brown Streak Disease (CBSD)
4056695916.jpg,1,Cassava Brown Streak Disease (CBSD)
2543606429.jpg,3,Cassava Mosaic Disease (CMD)
2193031874.jpg,3,Cassava Mosaic Disease (CMD)
1302300755.jpg,2,Cassava Green Mottle (CGM)
3859623860.jpg,2,Cassava Green Mottle (CGM)
3856973359.jpg,1,Cassava Brown Streak Disease (CBSD)
3530097754.jpg,1,Cassava Brown Streak Disease (CBSD)
2423769926.jpg,3,Cassava Mosaic Disease (CMD)
678969911.jpg,3,Cassava Mosaic Disease (CMD)
3101248126.jpg,1,Cassava Brown Streak Disease (CBSD)
3082321986.jpg,2,Cassava Green Mottle (CGM)
3440965079.jpg,3,Cassava Mosaic Disease (CMD)
3058897297.jpg,0,Cassava Bacterial Blight (CBB)
2654335355.jpg,1,Cassava Brown Streak Disease (CBSD)
370269140.jpg,0,Cassava Bacterial Blight (CBB)
1396847821.jpg,0,Cassava Bacterial Blight (CBB)
2620251115.jpg,3,Cassava Mosaic Disease (CMD)
248784600.jpg,3,Cassava Mosaic Disease (CMD)
3878214050.jpg,1,Cassava Brown Streak Disease (CBSD)
3040986534.jpg,4,Healthy
2246450442.jpg,1,Cassava Brown Streak Disease (CBSD)
2717129685.jpg,3,Cassava Mosaic Disease (CMD)
3687667078.jpg,2,Cassava Green Mottle (CGM)
17774752.jpg,4,Healthy
1049426356.jpg,3,Cassava Mosaic Disease (CMD)
2329850853.jpg,4,Healthy
1179385123.jpg,2,Cassava Green Mottle (CGM)
3648737263.jpg,2,Cassava Green Mottle (CGM)
3303116849.jpg,1,Cassava Brown Streak Disease (CBSD)
1172769653.jpg,3,Cassava Mosaic Disease (CMD)
2640895898.jpg,1,Cassava Brown Streak Disease (CBSD)
2689977524.jpg,3,Cassava Mosaic Disease (CMD)
114137661.jpg,3,Cassava Mosaic Disease (CMD)
3025763927.jpg,3,Cassava Mosaic Disease (CMD)
2781593135.jpg,4,Healthy
1971706918.jpg,1,Cassava Brown Streak Disease (CBSD)
1875533805.jpg,1,Cassava Brown Streak Disease (CBSD)
1076906366.jpg,3,Cassava Mosaic Disease (CMD)
2878596544.jpg,3,Cassava Mosaic Disease (CMD)
3070076859.jpg,4,Healthy
2474385687.jpg,2,Cassava Green Mottle (CGM)
432656934.jpg,4,Healthy
3866571802.jpg,0,Cassava Bacterial Blight (CBB)
2199495585.jpg,3,Cassava Mosaic Disease (CMD)
1419231799.jpg,1,Cassava Brown Streak Disease (CBSD)
2312856534.jpg,3,Cassava Mosaic Disease (CMD)
2830245641.jpg,2,Cassava Green Mottle (CGM)
2317789476.jpg,3,Cassava Mosaic Disease (CMD)
220707732.jpg,2,Cassava Green Mottle (CGM)
2975448123.jpg,3,Cassava Mosaic Disease (CMD)
2574008677.jpg,2,Cassava Green Mottle (CGM)
225140297.jpg,3,Cassava Mosaic Disease (CMD)
3007927224.jpg,4,Healthy
539212497.jpg,4,Healthy
692398741.jpg,0,Cassava Bacterial Blight (CBB)
2632579053.jpg,3,Cassava Mosaic Disease (CMD)
2389000995.jpg,3,Cassava Mosaic Disease (CMD)
2523259932.jpg,3,Cassava Mosaic Disease (CMD)
1532462284.jpg,4,Healthy
1012599090.jpg,3,Cassava Mosaic Disease (CMD)
3633380986.jpg,4,Healthy
2247618278.jpg,4,Healthy
3099435393.jpg,4,Healthy
2513639394.jpg,0,Cassava Bacterial Blight (CBB)
1797152583.jpg,2,Cassava Green Mottle (CGM)
3128583938.jpg,1,Cassava Brown Streak Disease (CBSD)
632697564.jpg,0,Cassava Bacterial Blight (CBB)
3687069352.jpg,1,Cassava Brown Streak Disease (CBSD)
2191032534.jpg,3,Cassava Mosaic Disease (CMD)
1137391278.jpg,3,Cassava Mosaic Disease (CMD)
2006554729.jpg,2,Cassava Green Mottle (CGM)
2813202691.jpg,3,Cassava Mosaic Disease (CMD)
1930611889.jpg,0,Cassava Bacterial Blight (CBB)
291050311.jpg,0,Cassava Bacterial Blight (CBB)
2598383245.jpg,3,Cassava Mosaic Disease (CMD)
3212798182.jpg,1,Cassava Brown Streak Disease (CBSD)
2437048705.jpg,3,Cassava Mosaic Disease (CMD)
2470903656.jpg,3,Cassava Mosaic Disease (CMD)
276774458.jpg,3,Cassava Mosaic Disease (CMD)
2954235355.jpg,3,Cassava Mosaic Disease (CMD)
2051495839.jpg,1,Cassava Brown Streak Disease (CBSD)
155778794.jpg,0,Cassava Bacterial Blight (CBB)
1481314031.jpg,2,Cassava Green Mottle (CGM)
1327766969.jpg,1,Cassava Brown Streak Disease (CBSD)
2568279561.jpg,3,Cassava Mosaic Disease (CMD)
2421660747.jpg,1,Cassava Brown Streak Disease (CBSD)
1251480782.jpg,0,Cassava Bacterial Blight (CBB)
2170819649.jpg,0,Cassava Bacterial Blight (CBB)
3664478040.jpg,0,Cassava Bacterial Blight (CBB)
2178815503.jpg,3,Cassava Mosaic Disease (CMD)
1886828385.jpg,4,Healthy
264791507.jpg,2,Cassava Green Mottle (CGM)
1681870456.jpg,1,Cassava Brown Streak Disease (CBSD)
2198215953.jpg,3,Cassava Mosaic Disease (CMD)
3353595234.jpg,2,Cassava Green Mottle (CGM)
1164692375.jpg,2,Cassava Green Mottle (CGM)
2967863031.jpg,3,Cassava Mosaic Disease (CMD)
1515921207.jpg,0,Cassava Bacterial Blight (CBB)
3470652629.jpg,4,Healthy
2934031861.jpg,2,Cassava Green Mottle (CGM)
1001742395.jpg,3,Cassava Mosaic Disease (CMD)
2398365273.jpg,3,Cassava Mosaic Disease (CMD)
2289742337.jpg,2,Cassava Green Mottle (CGM)
2520831403.jpg,3,Cassava Mosaic Disease (CMD)
1277210685.jpg,0,Cassava Bacterial Blight (CBB)
2986676865.jpg,3,Cassava Mosaic Disease (CMD)
700664783.jpg,0,Cassava Bacterial Blight (CBB)
2807443000.jpg,3,Cassava Mosaic Disease (CMD)
3858530439.jpg,2,Cassava Green Mottle (CGM)
3477094015.jpg,1,Cassava Brown Streak Disease (CBSD)
1734625164.jpg,4,Healthy
136922431.jpg,2,Cassava Green Mottle (CGM)
3000114558.jpg,3,Cassava Mosaic Disease (CMD)
2152474633.jpg,3,Cassava Mosaic Disease (CMD)
513308138.jpg,4,Healthy
1332476551.jpg,1,Cassava Brown Streak Disease (CBSD)
2073620456.jpg,2,Cassava Green Mottle (CGM)
3251764098.jpg,2,Cassava Green Mottle (CGM)
1100136717.jpg,3,Cassava Mosaic Disease (CMD)
1275221941.jpg,1,Cassava Brown Streak Disease (CBSD)
1833807864.jpg,2,Cassava Green Mottle (CGM)
2978591626.jpg,3,Cassava Mosaic Disease (CMD)
114251805.jpg,1,Cassava Brown Streak Disease (CBSD)
2448627674.jpg,3,Cassava Mosaic Disease (CMD)
2434447915.jpg,0,Cassava Bacterial Blight (CBB)
2605967129.jpg,3,Cassava Mosaic Disease (CMD)
2958508685.jpg,3,Cassava Mosaic Disease (CMD)
1450903179.jpg,0,Cassava Bacterial Blight (CBB)
218126872.jpg,3,Cassava Mosaic Disease (CMD)
1743119913.jpg,4,Healthy
3704210007.jpg,4,Healthy
2266653294.jpg,3,Cassava Mosaic Disease (CMD)
3781411547.jpg,1,Cassava Brown Streak Disease (CBSD)
1560284085.jpg,1,Cassava Brown Streak Disease (CBSD)
1680873912.jpg,1,Cassava Brown Streak Disease (CBSD)
3529758139.jpg,2,Cassava Green Mottle (CGM)
2060259449.jpg,2,Cassava Green Mottle (CGM)
1455218947.jpg,2,Cassava Green Mottle (CGM)
3541933479.jpg,4,Healthy
2278265576.jpg,2,Cassava Green Mottle (CGM)
2963247427.jpg,3,Cassava Mosaic Disease (CMD)
266070647.jpg,3,Cassava Mosaic Disease (CMD)
1342343254.jpg,0,Cassava Bacterial Blight (CBB)
1439711843.jpg,2,Cassava Green Mottle (CGM)
711729648.jpg,0,Cassava Bacterial Blight (CBB)
2578644350.jpg,4,Healthy
2289779242.jpg,3,Cassava Mosaic Disease (CMD)
2398201969.jpg,0,Cassava Bacterial Blight (CBB)
1135727315.jpg,3,Cassava Mosaic Disease (CMD)
1085931637.jpg,3,Cassava Mosaic Disease (CMD)
3931881539.jpg,0,Cassava Bacterial Blight (CBB)
2400953436.jpg,1,Cassava Brown Streak Disease (CBSD)
1158902447.jpg,3,Cassava Mosaic Disease (CMD)
2064710008.jpg,4,Healthy
3108176484.jpg,2,Cassava Green Mottle (CGM)
2704051934.jpg,4,Healthy
2386556017.jpg,4,Healthy
2560940001.jpg,3,Cassava Mosaic Disease (CMD)
2401953205.jpg,3,Cassava Mosaic Disease (CMD)
3637416250.jpg,1,Cassava Brown Streak Disease (CBSD)
1231822734.jpg,1,Cassava Brown Streak Disease (CBSD)
3016051736.jpg,3,Cassava Mosaic Disease (CMD)
1023151050.jpg,3,Cassava Mosaic Disease (CMD)
327273475.jpg,1,Cassava Brown Streak Disease (CBSD)
1437341132.jpg,0,Cassava Bacterial Blight (CBB)
3221707185.jpg,0,Cassava Bacterial Blight (CBB)
1554533887.jpg,4,Healthy
2898065590.jpg,2,Cassava Green Mottle (CGM)
226485421.jpg,1,Cassava Brown Streak Disease (CBSD)
1668363819.jpg,1,Cassava Brown Streak Disease (CBSD)
3573249940.jpg,0,Cassava Bacterial Blight (CBB)
2460780852.jpg,3,Cassava Mosaic Disease (CMD)
910870110.jpg,4,Healthy
4102856795.jpg,0,Cassava Bacterial Blight (CBB)
2189559385.jpg,0,Cassava Bacterial Blight (CBB)
3341661960.jpg,1,Cassava Brown Streak Disease (CBSD)
2411688047.jpg,3,Cassava Mosaic Disease (CMD)
1148219268.jpg,3,Cassava Mosaic Disease (CMD)
2416618781.jpg,3,Cassava Mosaic Disease (CMD)
2993504206.jpg,3,Cassava Mosaic Disease (CMD)
301917364.jpg,1,Cassava Brown Streak Disease (CBSD)
1133337432.jpg,2,Cassava Green Mottle (CGM)
1580406201.jpg,0,Cassava Bacterial Blight (CBB)
3269646431.jpg,0,Cassava Bacterial Blight (CBB)
180910875.jpg,1,Cassava Brown Streak Disease (CBSD)
3507114461.jpg,1,Cassava Brown Streak Disease (CBSD)
3497908336.jpg,4,Healthy
1396197326.jpg,1,Cassava Brown Streak Disease (CBSD)
3126696143.jpg,2,Cassava Green Mottle (CGM)
2618467326.jpg,2,Cassava Green Mottle (CGM)
2701073228.jpg,3,Cassava Mosaic Disease (CMD)
1033403106.jpg,0,Cassava Bacterial Blight (CBB)
25116516.jpg,3,Cassava Mosaic Disease (CMD)
2566047522.jpg,3,Cassava Mosaic Disease (CMD)
2154958086.jpg,2,Cassava Green Mottle (CGM)
3042546896.jpg,0,Cassava Bacterial Blight (CBB)
4054666662.jpg,4,Healthy
3762529450.jpg,4,Healthy
2977927083.jpg,3,Cassava Mosaic Disease (CMD)
214640752.jpg,3,Cassava Mosaic Disease (CMD)
3003794753.jpg,3,Cassava Mosaic Disease (CMD)
3698640204.jpg,1,Cassava Brown Streak Disease (CBSD)
3368457880.jpg,2,Cassava Green Mottle (CGM)
3068895856.jpg,3,Cassava Mosaic Disease (CMD)
2466680233.jpg,3,Cassava Mosaic Disease (CMD)
1316293623.jpg,1,Cassava Brown Streak Disease (CBSD)
1794147963.jpg,1,Cassava Brown Streak Disease (CBSD)
3653286071.jpg,0,Cassava Bacterial Blight (CBB)
2897788070.jpg,4,Healthy
1083021605.jpg,4,Healthy
1163230614.jpg,3,Cassava Mosaic Disease (CMD)
2111990467.jpg,1,Cassava Brown Streak Disease (CBSD)
1142627620.jpg,3,Cassava Mosaic Disease (CMD)
2951126410.jpg,3,Cassava Mosaic Disease (CMD)
1014359226.jpg,2,Cassava Green Mottle (CGM)
1625461178.jpg,2,Cassava Green Mottle (CGM)
1963346508.jpg,0,Cassava Bacterial Blight (CBB)
2688191754.jpg,3,Cassava Mosaic Disease (CMD)
2437698552.jpg,3,Cassava Mosaic Disease (CMD)
237348353.jpg,3,Cassava Mosaic Disease (CMD)
2773015311.jpg,0,Cassava Bacterial Blight (CBB)
1513503205.jpg,2,Cassava Green Mottle (CGM)
2139839273.jpg,1,Cassava Brown Streak Disease (CBSD)
2910809830.jpg,0,Cassava Bacterial Blight (CBB)
881020012.jpg,0,Cassava Bacterial Blight (CBB)
812524479.jpg,4,Healthy
901274607.jpg,4,Healthy
3791239954.jpg,1,Cassava Brown Streak Disease (CBSD)
2256700113.jpg,3,Cassava Mosaic Disease (CMD)
1169555364.jpg,3,Cassava Mosaic Disease (CMD)
1178339881.jpg,3,Cassava Mosaic Disease (CMD)
1472883908.jpg,2,Cassava Green Mottle (CGM)
2049128107.jpg,4,Healthy
3329131799.jpg,4,Healthy
3401893530.jpg,1,Cassava Brown Streak Disease (CBSD)
228757587.jpg,1,Cassava Brown Streak Disease (CBSD)
2930575492.jpg,3,Cassava Mosaic Disease (CMD)
2889965946.jpg,0,Cassava Bacterial Blight (CBB)
1586567598.jpg,2,Cassava Green Mottle (CGM)
1918860127.jpg,4,Healthy
2393699847.jpg,3,Cassava Mosaic Disease (CMD)
3782729754.jpg,1,Cassava Brown Streak Disease (CBSD)
2867956908.jpg,2,Cassava Green Mottle (CGM)
2348826586.jpg,4,Healthy
3919261355.jpg,4,Healthy
3465867956.jpg,1,Cassava Brown Streak Disease (CBSD)
4229009634.jpg,4,Healthy
4199546662.jpg,0,Cassava Bacterial Blight (CBB)
2815381590.jpg,3,Cassava Mosaic Disease (CMD)
3361738601.jpg,4,Healthy
2238942868.jpg,3,Cassava Mosaic Disease (CMD)
2236274260.jpg,3,Cassava Mosaic Disease (CMD)
2898853509.jpg,3,Cassava Mosaic Disease (CMD)
1818510196.jpg,1,Cassava Brown Streak Disease (CBSD)
3612201451.jpg,2,Cassava Green Mottle (CGM)
2948657860.jpg,3,Cassava Mosaic Disease (CMD)
2426272316.jpg,3,Cassava Mosaic Disease (CMD)
1908074016.jpg,4,Healthy
3281269706.jpg,2,Cassava Green Mottle (CGM)
2487617248.jpg,2,Cassava Green Mottle (CGM)
298170421.jpg,3,Cassava Mosaic Disease (CMD)
1091388730.jpg,3,Cassava Mosaic Disease (CMD)
3031879144.jpg,0,Cassava Bacterial Blight (CBB)
2937341797.jpg,3,Cassava Mosaic Disease (CMD)
3574308503.jpg,4,Healthy
2412773929.jpg,3,Cassava Mosaic Disease (CMD)
2015623065.jpg,3,Cassava Mosaic Disease (CMD)
1139742461.jpg,3,Cassava Mosaic Disease (CMD)
2744352830.jpg,4,Healthy
2541513178.jpg,3,Cassava Mosaic Disease (CMD)
1553584181.jpg,1,Cassava Brown Streak Disease (CBSD)
2900494721.jpg,3,Cassava Mosaic Disease (CMD)
1402748825.jpg,1,Cassava Brown Streak Disease (CBSD)
2229221993.jpg,1,Cassava Brown Streak Disease (CBSD)
2509495518.jpg,3,Cassava Mosaic Disease (CMD)
1844847808.jpg,0,Cassava Bacterial Blight (CBB)
3575454686.jpg,1,Cassava Brown Streak Disease (CBSD)
2434587882.jpg,3,Cassava Mosaic Disease (CMD)
1490907378.jpg,0,Cassava Bacterial Blight (CBB)
2068782839.jpg,0,Cassava Bacterial Blight (CBB)
3279234620.jpg,4,Healthy
2321958432.jpg,3,Cassava Mosaic Disease (CMD)
2162281311.jpg,3,Cassava Mosaic Disease (CMD)
1024504187.jpg,1,Cassava Brown Streak Disease (CBSD)
2284449331.jpg,3,Cassava Mosaic Disease (CMD)
2422831222.jpg,3,Cassava Mosaic Disease (CMD)
122390799.jpg,1,Cassava Brown Streak Disease (CBSD)
2189896995.jpg,2,Cassava Green Mottle (CGM)
3837691362.jpg,2,Cassava Green Mottle (CGM)
1722033032.jpg,2,Cassava Green Mottle (CGM)
1734635287.jpg,1,Cassava Brown Streak Disease (CBSD)
2466877412.jpg,3,Cassava Mosaic Disease (CMD)
2902102449.jpg,3,Cassava Mosaic Disease (CMD)
2076904625.jpg,0,Cassava Bacterial Blight (CBB)
2260280582.jpg,3,Cassava Mosaic Disease (CMD)
1486018952.jpg,0,Cassava Bacterial Blight (CBB)
197188910.jpg,3,Cassava Mosaic Disease (CMD)
2292786340.jpg,3,Cassava Mosaic Disease (CMD)
2680668340.jpg,3,Cassava Mosaic Disease (CMD)
1991094852.jpg,0,Cassava Bacterial Blight (CBB)
837412690.jpg,4,Healthy
3912538989.jpg,2,Cassava Green Mottle (CGM)
381935936.jpg,0,Cassava Bacterial Blight (CBB)
1969585969.jpg,2,Cassava Green Mottle (CGM)
1158552127.jpg,2,Cassava Green Mottle (CGM)
3527165610.jpg,1,Cassava Brown Streak Disease (CBSD)
1303876802.jpg,0,Cassava Bacterial Blight (CBB)
1590856402.jpg,2,Cassava Green Mottle (CGM)
681073401.jpg,4,Healthy
1037277772.jpg,1,Cassava Brown Streak Disease (CBSD)
2629547729.jpg,3,Cassava Mosaic Disease (CMD)
1044918414.jpg,3,Cassava Mosaic Disease (CMD)
3388540769.jpg,1,Cassava Brown Streak Disease (CBSD)
1048678959.jpg,3,Cassava Mosaic Disease (CMD)
269713568.jpg,1,Cassava Brown Streak Disease (CBSD)
1805270227.jpg,1,Cassava Brown Streak Disease (CBSD)
2793573567.jpg,0,Cassava Bacterial Blight (CBB)
2925462058.jpg,3,Cassava Mosaic Disease (CMD)
2405490653.jpg,2,Cassava Green Mottle (CGM)
2412232032.jpg,1,Cassava Brown Streak Disease (CBSD)
1178196000.jpg,3,Cassava Mosaic Disease (CMD)
1931732509.jpg,2,Cassava Green Mottle (CGM)
2392357022.jpg,3,Cassava Mosaic Disease (CMD)
3608836660.jpg,1,Cassava Brown Streak Disease (CBSD)
277374156.jpg,3,Cassava Mosaic Disease (CMD)
3867608934.jpg,3,Cassava Mosaic Disease (CMD)
712150180.jpg,4,Healthy
2703459386.jpg,3,Cassava Mosaic Disease (CMD)
2559696276.jpg,0,Cassava Bacterial Blight (CBB)
2449084146.jpg,3,Cassava Mosaic Disease (CMD)
333968590.jpg,2,Cassava Green Mottle (CGM)
1428302810.jpg,4,Healthy
3063789590.jpg,4,Healthy
2114639709.jpg,2,Cassava Green Mottle (CGM)
2267698593.jpg,2,Cassava Green Mottle (CGM)
2007737070.jpg,0,Cassava Bacterial Blight (CBB)
3211907814.jpg,0,Cassava Bacterial Blight (CBB)
2850864042.jpg,3,Cassava Mosaic Disease (CMD)
2125771324.jpg,2,Cassava Green Mottle (CGM)
1362452707.jpg,1,Cassava Brown Streak Disease (CBSD)
1124291241.jpg,0,Cassava Bacterial Blight (CBB)
250913083.jpg,3,Cassava Mosaic Disease (CMD)
2554451331.jpg,3,Cassava Mosaic Disease (CMD)
2333905291.jpg,1,Cassava Brown Streak Disease (CBSD)
1458175598.jpg,1,Cassava Brown Streak Disease (CBSD)
3775748715.jpg,4,Healthy
1117199954.jpg,3,Cassava Mosaic Disease (CMD)
487710367.jpg,2,Cassava Green Mottle (CGM)
1197128490.jpg,1,Cassava Brown Streak Disease (CBSD)
1114980117.jpg,3,Cassava Mosaic Disease (CMD)
3934839031.jpg,0,Cassava Bacterial Blight (CBB)
1239270828.jpg,4,Healthy
232417860.jpg,3,Cassava Mosaic Disease (CMD)
2771179588.jpg,3,Cassava Mosaic Disease (CMD)
2704843914.jpg,3,Cassava Mosaic Disease (CMD)
2776534686.jpg,3,Cassava Mosaic Disease (CMD)
1509149905.jpg,2,Cassava Green Mottle (CGM)
2820596794.jpg,0,Cassava Bacterial Blight (CBB)
2882936489.jpg,3,Cassava Mosaic Disease (CMD)
1497799028.jpg,0,Cassava Bacterial Blight (CBB)
3571564283.jpg,2,Cassava Green Mottle (CGM)
2603843630.jpg,3,Cassava Mosaic Disease (CMD)
245825296.jpg,3,Cassava Mosaic Disease (CMD)
2487952325.jpg,2,Cassava Green Mottle (CGM)
2068435088.jpg,1,Cassava Brown Streak Disease (CBSD)
1793168454.jpg,4,Healthy
236211196.jpg,3,Cassava Mosaic Disease (CMD)
2234089477.jpg,3,Cassava Mosaic Disease (CMD)
1017415426.jpg,4,Healthy
277532565.jpg,3,Cassava Mosaic Disease (CMD)
3645245816.jpg,2,Cassava Green Mottle (CGM)
82290706.jpg,0,Cassava Bacterial Blight (CBB)
4113877744.jpg,0,Cassava Bacterial Blight (CBB)
2572848189.jpg,2,Cassava Green Mottle (CGM)
426501539.jpg,2,Cassava Green Mottle (CGM)
2624736649.jpg,3,Cassava Mosaic Disease (CMD)
2989546324.jpg,3,Cassava Mosaic Disease (CMD)
316423437.jpg,1,Cassava Brown Streak Disease (CBSD)
2240579189.jpg,3,Cassava Mosaic Disease (CMD)
2762202767.jpg,3,Cassava Mosaic Disease (CMD)
1698435462.jpg,1,Cassava Brown Streak Disease (CBSD)
1553800019.jpg,1,Cassava Brown Streak Disease (CBSD)
1612059624.jpg,2,Cassava Green Mottle (CGM)
2842557158.jpg,0,Cassava Bacterial Blight (CBB)
3889664923.jpg,0,Cassava Bacterial Blight (CBB)
2644006691.jpg,3,Cassava Mosaic Disease (CMD)
1150053692.jpg,3,Cassava Mosaic Disease (CMD)
1190399034.jpg,1,Cassava Brown Streak Disease (CBSD)
2074713873.jpg,1,Cassava Brown Streak Disease (CBSD)
1337147552.jpg,1,Cassava Brown Streak Disease (CBSD)
2600654886.jpg,3,Cassava Mosaic Disease (CMD)
2257731439.jpg,3,Cassava Mosaic Disease (CMD)
2223556272.jpg,3,Cassava Mosaic Disease (CMD)
3500204258.jpg,2,Cassava Green Mottle (CGM)
2386253796.jpg,3,Cassava Mosaic Disease (CMD)
2011474799.jpg,1,Cassava Brown Streak Disease (CBSD)
2290881666.jpg,1,Cassava Brown Streak Disease (CBSD)
16415174.jpg,2,Cassava Green Mottle (CGM)
1105694504.jpg,0,Cassava Bacterial Blight (CBB)
239805077.jpg,3,Cassava Mosaic Disease (CMD)
700919274.jpg,4,Healthy
2834151142.jpg,3,Cassava Mosaic Disease (CMD)
2155661206.jpg,2,Cassava Green Mottle (CGM)
2412339095.jpg,3,Cassava Mosaic Disease (CMD)
259197447.jpg,0,Cassava Bacterial Blight (CBB)
3343910675.jpg,4,Healthy
1950273419.jpg,2,Cassava Green Mottle (CGM)
2759146229.jpg,1,Cassava Brown Streak Disease (CBSD)
3703003342.jpg,0,Cassava Bacterial Blight (CBB)
2662418280.jpg,2,Cassava Green Mottle (CGM)
3520980908.jpg,0,Cassava Bacterial Blight (CBB)
2465281174.jpg,2,Cassava Green Mottle (CGM)
2365464309.jpg,4,Healthy
2202498219.jpg,1,Cassava Brown Streak Disease (CBSD)
2240906425.jpg,3,Cassava Mosaic Disease (CMD)
2391748814.jpg,3,Cassava Mosaic Disease (CMD)
2399673034.jpg,0,Cassava Bacterial Blight (CBB)
3658535011.jpg,0,Cassava Bacterial Blight (CBB)
107458529.jpg,3,Cassava Mosaic Disease (CMD)
2907281169.jpg,3,Cassava Mosaic Disease (CMD)
2475450560.jpg,3,Cassava Mosaic Disease (CMD)
1947066099.jpg,0,Cassava Bacterial Blight (CBB)
2151417299.jpg,0,Cassava Bacterial Blight (CBB)
2745720901.jpg,0,Cassava Bacterial Blight (CBB)
1496475043.jpg,2,Cassava Green Mottle (CGM)
2859411048.jpg,1,Cassava Brown Streak Disease (CBSD)
28448308.jpg,3,Cassava Mosaic Disease (CMD)
2741098659.jpg,3,Cassava Mosaic Disease (CMD)
2302182518.jpg,3,Cassava Mosaic Disease (CMD)
2682444173.jpg,2,Cassava Green Mottle (CGM)
442386946.jpg,4,Healthy
2185068357.jpg,3,Cassava Mosaic Disease (CMD)
3762629314.jpg,2,Cassava Green Mottle (CGM)
3789737508.jpg,4,Healthy
2815296701.jpg,0,Cassava Bacterial Blight (CBB)
3703204136.jpg,3,Cassava Mosaic Disease (CMD)
